area_code,elapsed_seconds,feature_count,forecast_rows,forecast_rows_162h,forecast_rows_168h,model_id,phase,status,timestamp,train_rows,week_id
SE2,2.0,50,144,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:51:49Z,34491,2026-W22
SE2,0.0,,,138,144,B_weekly_HGB_no_price,test,done,2026-06-08T09:51:49Z,,2026-W22
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:51:53Z,26002,2025-W23
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:51:53Z,,2025-W23
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:51:55Z,26170,2025-W24
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:51:55Z,,2025-W24
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:51:57Z,26338,2025-W25
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:51:57Z,,2025-W25
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:51:59Z,26506,2025-W26
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:51:59Z,,2025-W26
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:02Z,26674,2025-W27
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:02Z,,2025-W27
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:04Z,26842,2025-W28
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:04Z,,2025-W28
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:06Z,27010,2025-W29
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:06Z,,2025-W29
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:09Z,27178,2025-W30
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:09Z,,2025-W30
SE3,2.0,50,167,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:11Z,27346,2025-W31
SE3,0.0,,,161,167,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:11Z,,2025-W31
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:13Z,27513,2025-W32
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:13Z,,2025-W32
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:16Z,27681,2025-W33
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:16Z,,2025-W33
SE3,2.0,50,167,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:18Z,27849,2025-W34
SE3,0.0,,,161,167,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:18Z,,2025-W34
SE3,2.0,50,167,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:20Z,28016,2025-W35
SE3,0.0,,,161,167,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:20Z,,2025-W35
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:23Z,28183,2025-W36
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:23Z,,2025-W36
SE3,2.0,50,166,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:25Z,28351,2025-W37
SE3,0.0,,,160,166,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:25Z,,2025-W37
SE3,2.0,50,167,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:27Z,28517,2025-W38
SE3,0.0,,,161,167,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:27Z,,2025-W38
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:30Z,28684,2025-W39
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:30Z,,2025-W39
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:32Z,28852,2025-W40
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:32Z,,2025-W40
SE3,2.0,50,166,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:34Z,29020,2025-W41
SE3,0.0,,,160,166,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:34Z,,2025-W41
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:37Z,29186,2025-W42
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:37Z,,2025-W42
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:39Z,29354,2025-W43
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:39Z,,2025-W43
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:41Z,29522,2025-W44
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:41Z,,2025-W44
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:44Z,29690,2025-W45
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:44Z,,2025-W45
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:46Z,29858,2025-W46
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:46Z,,2025-W46
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:48Z,30026,2025-W47
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:48Z,,2025-W47
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:51Z,30194,2025-W48
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:51Z,,2025-W48
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:53Z,30362,2025-W49
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:53Z,,2025-W49
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:56Z,30530,2025-W50
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:56Z,,2025-W50
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:52:58Z,30698,2025-W51
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:52:58Z,,2025-W51
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:01Z,30866,2025-W52
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:01Z,,2025-W52
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:03Z,31034,2026-W01
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:03Z,,2026-W01
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:06Z,31202,2026-W02
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:06Z,,2026-W02
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:08Z,31370,2026-W03
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:08Z,,2026-W03
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:10Z,31538,2026-W04
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:10Z,,2026-W04
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:13Z,31706,2026-W05
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:13Z,,2026-W05
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:16Z,31874,2026-W06
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:16Z,,2026-W06
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:18Z,32042,2026-W07
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:18Z,,2026-W07
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:21Z,32210,2026-W08
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:21Z,,2026-W08
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:23Z,32378,2026-W09
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:23Z,,2026-W09
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:26Z,32546,2026-W10
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:26Z,,2026-W10
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:28Z,32714,2026-W11
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:28Z,,2026-W11
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:31Z,32882,2026-W12
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:31Z,,2026-W12
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:33Z,33050,2026-W13
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:33Z,,2026-W13
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:36Z,33218,2026-W14
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:36Z,,2026-W14
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:38Z,33386,2026-W15
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:38Z,,2026-W15
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:41Z,33554,2026-W16
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:41Z,,2026-W16
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:44Z,33722,2026-W17
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:44Z,,2026-W17
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:46Z,33890,2026-W18
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:46Z,,2026-W18
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:49Z,34058,2026-W19
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:49Z,,2026-W19
SE3,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:51Z,34226,2026-W20
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:51Z,,2026-W20
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:54Z,34394,2026-W21
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:54Z,,2026-W21
SE3,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:53:57Z,34562,2026-W22
SE3,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:53:57Z,,2026-W22
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:00Z,26012,2025-W23
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:00Z,,2025-W23
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:03Z,26180,2025-W24
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:03Z,,2025-W24
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:05Z,26348,2025-W25
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:05Z,,2025-W25
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:07Z,26516,2025-W26
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:07Z,,2025-W26
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:09Z,26684,2025-W27
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:09Z,,2025-W27
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:11Z,26852,2025-W28
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:11Z,,2025-W28
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:14Z,27020,2025-W29
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:14Z,,2025-W29
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:16Z,27188,2025-W30
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:16Z,,2025-W30
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:18Z,27356,2025-W31
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:18Z,,2025-W31
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:20Z,27524,2025-W32
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:20Z,,2025-W32
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:22Z,27692,2025-W33
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:22Z,,2025-W33
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:24Z,27860,2025-W34
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:24Z,,2025-W34
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:27Z,28028,2025-W35
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:27Z,,2025-W35
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:29Z,28196,2025-W36
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:29Z,,2025-W36
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:31Z,28364,2025-W37
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:31Z,,2025-W37
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:33Z,28532,2025-W38
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:33Z,,2025-W38
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:36Z,28700,2025-W39
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:36Z,,2025-W39
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:38Z,28868,2025-W40
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:38Z,,2025-W40
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:40Z,29036,2025-W41
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:40Z,,2025-W41
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:42Z,29204,2025-W42
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:42Z,,2025-W42
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:45Z,29372,2025-W43
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:45Z,,2025-W43
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:47Z,29540,2025-W44
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:47Z,,2025-W44
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:49Z,29708,2025-W45
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:49Z,,2025-W45
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:52Z,29876,2025-W46
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:52Z,,2025-W46
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:54Z,30044,2025-W47
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:54Z,,2025-W47
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:56Z,30212,2025-W48
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:56Z,,2025-W48
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:54:59Z,30380,2025-W49
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:54:59Z,,2025-W49
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:01Z,30548,2025-W50
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:01Z,,2025-W50
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:03Z,30716,2025-W51
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:03Z,,2025-W51
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:06Z,30884,2025-W52
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:06Z,,2025-W52
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:08Z,31052,2026-W01
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:08Z,,2026-W01
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:11Z,31220,2026-W02
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:11Z,,2026-W02
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:13Z,31388,2026-W03
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:13Z,,2026-W03
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:16Z,31556,2026-W04
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:16Z,,2026-W04
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:18Z,31724,2026-W05
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:18Z,,2026-W05
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:21Z,31892,2026-W06
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:21Z,,2026-W06
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:23Z,32060,2026-W07
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:23Z,,2026-W07
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:26Z,32228,2026-W08
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:26Z,,2026-W08
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:28Z,32396,2026-W09
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:28Z,,2026-W09
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:31Z,32564,2026-W10
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:31Z,,2026-W10
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:33Z,32732,2026-W11
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:33Z,,2026-W11
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:36Z,32900,2026-W12
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:36Z,,2026-W12
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:38Z,33068,2026-W13
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:38Z,,2026-W13
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:41Z,33236,2026-W14
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:41Z,,2026-W14
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:43Z,33404,2026-W15
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:43Z,,2026-W15
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:46Z,33572,2026-W16
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:46Z,,2026-W16
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:49Z,33740,2026-W17
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:49Z,,2026-W17
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:51Z,33908,2026-W18
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:51Z,,2026-W18
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:54Z,34076,2026-W19
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:54Z,,2026-W19
FI,2.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:56Z,34244,2026-W20
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:56Z,,2026-W20
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:55:59Z,34412,2026-W21
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:55:59Z,,2026-W21
FI,3.0,50,168,,,B_weekly_HGB_no_price,train,done,2026-06-08T09:56:02Z,34580,2026-W22
FI,0.0,,,162,168,B_weekly_HGB_no_price,test,done,2026-06-08T09:56:02Z,,2026-W22
